HOLDINGS_ID,BIB_ID,HOLDINGS_TYPE,FORMER_HOLDINGS_ID,STAFF_ONLY,LOCATION_ID,LOCATION,LOCATION_LEVEL,CALL_NUMBER_TYPE_ID,CALL_NUMBER_PREFIX,CALL_NUMBER,SHELVING_ORDER,RECEIPT_STATUS_ID,COPY_NUMBER,PUBLISHER,ACCESS_STATUS,ACCESS_STATUS_DATE_UPDATED,SUBSCRIPTION_STATUS,PLATFORM,IMPRINT,LOCAL_PERSISTENT_URI,ALLOW_ILL,AUTHENTICATION_TYPE_ID,PROXIED_RESOURCE,NUMBER_SIMULT_USERS,E_RESOURCE_ID,ADMIN_URL,ADMIN_USERNAME,ADMIN_PASSWORD,ACCESS_USERNAME,ACCESS_PASSWORD,CREATED_BY,DATE_CREATED,UPDATED_BY,DATE_UPDATED,UNIQUE_ID_PREFIX,SOURCE_HOLDINGS_CONTENT
627867,634231,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1585.6.L28P74 2003",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:13",NULL,NULL,who,NULL
662592,682281,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1199.T45S28 2005",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:13",NULL,NULL,who,NULL
663963,684176,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BR,"BR60.C8 2004 v. 94/1",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:13",NULL,NULL,who,NULL
673275,697543,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS579.H4M63 2005",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:13",NULL,NULL,who,NULL
689197,720781,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1475.53.S55 2006",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:13",NULL,NULL,who,NULL
845039,880309,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:13",NULL,NULL,who,NULL
851829,887116,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:13",NULL,NULL,who,NULL
922960,958441,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BR,"BR60.C49 v. 38-40",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
923090,958575,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BR,"BR60.C49 v. 145",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1015395,1050901,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1018605,1054112,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1038974,1074484,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1058403,1094925,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1059864,1096387,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1063082,1099606,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1063490,1100014,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1063587,1100111,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1065654,1102178,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1066081,1102605,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1068115,1104639,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1072403,1108927,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1077381,1113926,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1082853,1119389,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1088636,1125159,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1094097,1130620,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:14",NULL,NULL,who,NULL
1105814,1142332,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1534.L38 1651",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1106493,1143010,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,BS1236.C37,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1108136,1144651,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BV,BV4270.W54,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1108546,1145061,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,BS1429.M27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1110714,1147228,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1112855,1149368,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1117913,1154404,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1120893,1157384,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1134955,1171446,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,BS1335.4.B72,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1135436,1171927,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BV,BV4270.W44,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1138557,1175048,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BX,BX5133.W47,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1138802,1175293,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BX,"BX5133.W47 1656",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1191282,1228228,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:15",NULL,NULL,who,NULL
1239212,1278049,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1515.55.B49 2007",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1325620,1366143,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1235.K38 1863",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1328682,1369206,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS580.E4M5 1890z",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1328938,1369462,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS580.E4T3 1875",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1328960,1369484,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1215.H65 1893",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1329008,1369532,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS647.K4835 1876",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1329599,1370123,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS580.E4P3 1880",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1329907,1370431,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,BS1235.H6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1330460,1370983,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1140.K6 1893",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1331883,1372406,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1333014,1373537,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1225.C662 1875",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1333897,1374419,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1140.B646 1878",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1335672,1376194,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS580.E5E3 1873",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1336294,1376816,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,"BS1225.H413 1845",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1337559,1378081,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1338306,1378828,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,,,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
1339860,1380382,print,NULL,N,NULL,OLE/OLE-LIBRARY/MAIN-STACKS,"Institution/Library/Shelving Location",2,BS,BS1429.M69,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OLE Demo Site","2014-10-08 13:16:16",NULL,NULL,who,NULL
